Ticker,Company Name,Country,Sector,Industry,10 Day Average Volume,Price,Current Shares,Dividend Yield,Recommendation Key,"Recommendation Mean (1=Strong Buy, 5=Strong Sell)",Target Mean Price,Target High Price,Target Low Price,Target Median Price,PEG Ratio,Beta,Trailing P/E,Forward P/E,Trailing EPS,Forward EPS,52 Week Change,"52 Week Relative Price (1=52 week high, 0=52 week low)",Log Market Cap,Overall Risk (1-10),Percent of Shares Held by Institutions,Percent of Shares Held by Insiders,Company Description
BELA.AT,Jumbo S.A.,Greece,Consumer Cyclical,Specialty Retail,260927,25.6 EUR,0,0 %,buy,1.6,29.4 EUR,33 EUR,21.1 EUR,30 EUR,1.4,0.87012,12.929293,11.327434,1.98,2.26,+87.6 %,0.7757009345794394,9.541970431936399,4.0,39.804,19.36,"Jumbo S.A. engages in the retail sale of toys, baby products, gift articles, household products, stationery, seasonal and decoration items, books, and related products in Greece, Cyprus, Bulgaria, and Romania. The company operates e-jumbo, an online store. It is involved in the wholesale of toys and related products to third parties. Jumbo S.A. was incorporated in 1986 and is headquartered in Athens, Greece."
BG.VI,BAWAG Group AG,Austria,Financial Services,Banks—Regional,170441,42.8 EUR,0,8.52 %,buy,1.8,70.5 EUR,78.3 EUR,49 EUR,73 EUR,6.74,1.080705,9.52784,6.2,4.49,6.9,-3.02 %,0.23876532001815703,9.54663166103862,4.0,61.709,3.253,"BAWAG Group AG operates as a holding company for BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft that provides various banking products and services in Austria, Western Europe, North America, and internationally. The company's Retail & SME segment offers savings, payments, cards, lending, investment, and insurance products and services; small business lending; factoring and leasing business; social housing activities; and auto, mobile, and real estate leasing, as well as consumer and mortgage loans. Its Corporates, Real Estate & Public segment provides lending products to international corporates; international real estate financing; corporate, mid-cap, and public lending; and other financial services. The company's Treasury segment offers trading and investment services, such as asset-liability management transactions, including secured and unsecured funding. BAWAG Group AG is headquartered in Vienna, Austria."
BKT.MC,"Bankinter, S.A.",Spain,Financial Services,Banks—Regional,2766232,5.97 EUR,0,8.52 %,buy,2.3,7.14 EUR,9 EUR,5.6 EUR,7.1 EUR,0.69,0.845345,7.857895,8.913433,0.76,0.67,+4.85 %,0.5036119711042313,9.729704089584358,3.0,32.4,29.069,"Bankinter, S.A. provides various banking products and services to individuals and corporate customers, and small- and medium-sized enterprises in Spain. It offers payroll, pension, business, salary, non-salary, youth salary, current, currency, professional, basic, and management accounts; deposit products; and mortgages and loan products, as well as financing services. The company also provides saving and investment products, including profiled funds, sustainable investment funds, other managers funds, pension funds, and themed funds, as well as funds for beginners; regular investment plans; and advisory, customized investment, wealth management, and alternative investment products and services. In addition, it offers accident, home, life, funeral, health, mortgage payment protection, property, personal, and motor insurance products, as well as business insurance products. Further, the company provides various services, such as estate administration, switch, asset management, accounts management, and transfer services, as well as real estate and brokerage services. Additionally, it offers retail, personal, private, commercial, and corporate banking products, as well as remote banking services. The company was formerly known as Banco Intercontinental Español, S.A. and changed its name to Bankinter, S.A. in July 1990. Bankinter, S.A. was incorporated in 1965 and is based in Madrid, Spain."
BMED.MI,Banca Mediolanum S.p.A.,Italy,Financial Services,Banks—Regional,929224,8.18 EUR,0,6.13 %,strong_buy,1.5,10.7 EUR,11.5 EUR,9.7 EUR,10.9 EUR,1.17,1.371246,9.406897,7.6485977,0.87,1.07,+27.8 %,0.6131167268351381,9.794926270238433,4.0,12.590000000000002,69.441,"Banca Mediolanum S.p.A. provides various banking products and services in Italy. The company offers current accounts; deposits; and mortgages and loans. It also provides debit, credit, and prepaid cards; investment products, such as mutual funds, unit linked policies, investment strategies, other investments, trading, and retirement products; and life insurance products and services. In addition, the company engages in audio and television production business; real estate business; mutual fund and trust management business; and the provision of damage insurance, financial intermediation, and payment services. Banca Mediolanum S.p.A. founded in 1982 and is headquartered in Basiglio, Italy."
BMW.DE,Bayerische Motoren Werke Aktiengesellschaft,Germany,Consumer Cyclical,Auto Manufacturers,1109229,96.8 EUR,2,8.86 %,hold,2.9,109 EUR,125 EUR,90 EUR,110 EUR,-0.32,1.118243,5.5684695,5.9593596,17.38,16.24,+34.1 %,0.6294980008884942,10.803950758160644,7.0,22.986001,48.561,"Bayerische Motoren Werke Aktiengesellschaft, together with its subsidiaries, engages in the development, manufacture, and sale of automobiles and motorcycles, and spare parts and accessories worldwide. It operates through Automotive, Motorcycles, and Financial Services segments. The Automotive segment engages in the development, manufacture, assembling, and sale of automobiles, spare parts, accessories, and mobility services under the BMW, MINI, and Rolls-Royce brands. The Motorcycles segment develops, manufactures, assembles, and sells motorcycles and scooters under the BMW Motorrad brand, as well as spare parts and accessories. The Financial Services segment is involved in the automobile and motorcycle leasing, credit financing, retail and dealership financing, multi-brand fleet, customer deposit, and insurance activities; and the provision of fleet management services under the Alphabet brand. The company sells its products through independent dealerships and importers. Bayerische Motoren Werke Aktiengesellschaft was founded in 1916 and is headquartered in Munich, Germany."
BN.PA,Danone S.A.,France,Consumer Defensive,Packaged Foods,1183638,51.7 EUR,0,3.82 %,hold,2.6,59.4 EUR,70 EUR,43 EUR,57.3 EUR,3.62,0.491366,25.32353,14.35,2.04,3.6,+8.33 %,0.32452081956378026,10.530896221001964,1.0,59.072,2.1919999999999997,"Danone S.A. operates in the food and beverage industry in Europe, North America, China, North Asia, the Oceania, Latin America, the Asia Pacific, Africa, the Middle East, and the Commonwealth of Independent States. The company operates through three segments: Essential Dairy & Plant-Based, Specialized Nutrition, and Waters. It produces and distributes yogurts; milk products; coffee creamers, beverages, and drinks; plant-based products; and ice creams, frozen desserts, and cheese products under the Actimel, Activia, Alpro, Aptamil, Danette, Danio, Danonino, evian, Nutricia, Nutrilon, Volvic, Danone, Prostokvashino, Light & Free, Oikos, Danissimo, YoPRO, International Delight, SToK, Silk, and So Delicious, as well as under the licensed brand Dunkin' Donuts. The company also provides specialized nutrition products for pregnant and breastfeeding mothers, infants, and young children under the Aptamil, Nutrilon, Gallia, Cow & Gate, Bebelac, Blédina, Olvarit, and Happy Family Organics brands. In addition, it offers tube feeding products under the Nutrison name; oral nutritional supplements under the Fortimel and NutriDrink names; and hypoallergenic products for children with allergies primarily under the Aptamil ProSyneo, Aptamil Pepti Syneo, and Neocate Syneo names. Further, the company provides water with natural fruit extracts, fruit juice, and vitamins under the evian, Volvic, Aqua, Mizone, Bonafont, Salus, Hayat, Sirma, Fontvella, Lanjarón, Zywiec Zdroj, Villavicencio, and Villa del Sur brands. It distributes its products through retail chains and traditional market outlets; convenience stores; hospitals, clinics, and pharmacies; and e-commerce. The company was formerly known as Groupe Danone and changed its name to Danone S.A. in April 2009. Danone S.A. was incorporated in 1899 and is headquartered in Paris, France."
BNP.PA,BNP Paribas SA,France,Financial Services,Banks—Regional,3428556,60.1 EUR,9,6.48 %,buy,2.0,76.4 EUR,93 EUR,64 EUR,77 EUR,0.8,1.668168,8.587143,6.3074503,7.0,9.53,+38.9 %,0.7289664640125516,10.848055868951901,2.0,47.801998,13.122,"BNP Paribas SA provides various banking and financial products and services in Europe, the Middle East, Africa, the Americas, and the Asia Pacific. It operates through three divisions: Corporate & Institutional Banking; Commercial, Personal Banking & Services; and Investment & Protection Services. The Corporate & Institutional Banking division offers capital market, securities, investment banking, financing, risk management, cash management, and financial advisory services for corporate clients and institutional investors. The Commercial, Personal Banking & Services division provides financing and equipment leasing services, mobility, and digital banking services, as well as current accounts, savings products, bancassurance, insurance products and services, and consumer loans. The Investment & Protection Services division provides protection, savings, investment, and real estate services to support individuals, professionals, corporate clients, and institutions. The company was formerly known as Banque Nationale de Paris and changed its name to BNP Paribas SA in May 2000. BNP Paribas SA was founded in 1822 and is headquartered in Paris, France."
BPE.MI,BPER Banca SpA,Italy,Financial Services,Banks—Regional,21601126,2.79 EUR,0,4.05 %,buy,2.2,4.2 EUR,5.3 EUR,3 EUR,4.1 EUR,0.11,1.522522,5.2735853,4.3,0.53,0.65,+76.5 %,0.7499255730872284,9.59715054284046,1.0,20.936,30.099999999999998,"BPER Banca SpA provides banking products and services for individuals, and businesses and professionals in Italy and internationally. The company operates through Retail, Private, Corporate, Large Corporate, Finance, Corporate Center, and Other Assets segments. It offers loans, mortgages, insurance and social security, accounts, and digital banking related services; cards; and investments and savings products and services. The company also provides financing and leasing, credit management and factoring, collection and payment, import and export, liquidity and investment management, digital, and other services. In addition, it offers wealth management services comprising portfolio management, global advisory, finance advice, and wealth advisory services; insurance investment products; and funds and SICAVs. The company was founded in 1867 and is headquartered in Modena, Italy."
CA.PA,Carrefour SA,France,Consumer Defensive,Grocery Stores,1708816,16.2 EUR,0,3.45 %,buy,2.1,20.6 EUR,23 EUR,17 EUR,21 EUR,0.51,0.532282,9.694612,7.8212566,1.67,2.07,+9.47 %,0.4382022471910114,10.09025467960374,7.0,39.115003,23.067999999999998,"Carrefour SA operates stores in various formats and channels in France, Spain, Italy, Belgium, Poland, Romania, Brazil, and Argentina. The company operates hypermarkets, supermarkets, convenience stores, and cash and carry stores; e-commerce sites; and service stations. Its stores offer fresh produce; local products; and non-food products, including electronic and household appliances, textiles, childcare, and seasonal products. The company is also involved in banking, insurance, property development, and franchise activities; the provision of travel agency services; and the rental of shopping malls. Carrefour SA was founded in 1959 and is based in Massy, France."
CABK.MC,"CaixaBank, S.A.",Spain,Financial Services,Banks—Regional,9967689,3.72 EUR,0,6.23 %,buy,2.3,4.07 EUR,5.1 EUR,3 EUR,4.08 EUR,0.53,0.882132,8.262222,9.068293,0.45,0.41,+10.5 %,0.5625570776255707,10.444683319822014,1.0,20.990999,49.572,"CaixaBank, S.A., together with its subsidiaries, provides various banking products and financial services in Spain and internationally. The company operates through Banking and Insurance, Equity Investments, and BPI segments. It also provides solutions related to security, protection, internationalization, and financing; traditional financial advice, independent advice, and broker services; asset management; liquidity management; capital markets, cash management, project finance, asset finance, and M&A services; and various financial services and solutions to public and private sector institutions, as well as distributes non-life and life risk insurance policies; and private banking services. In addition, the company is involved in the real estate business. It has branches and ATMs in Spain; and branches and ATMs in Portugal. CaixaBank, S.A. was founded in 1904 and is based in Valencia, Spain."
CAI.VI,CA Immobilien Anlagen AG,Austria,Real Estate,Real Estate Services,129515,30.8 EUR,0,3.23 %,buy,2.1,36.4 EUR,42 EUR,30 EUR,35.8 EUR,-0.62,0.596096,,16.55914,-1.22,1.86,+2.66 %,0.6846846846846849,9.479656218163335,7.0,73.843,0.0,"CA Immo is a real estate Group with its headquarters in Vienna and branch offices in six countries of Central Europe. Its core business involves leasing, managing and developing high-quality office buildings. The Group covers the entire value chain in the field of commercial real estate, based on a high degree of in-house construction expertise. Founded in 1987, the parent group CA Immobilien Anlagen AG controls property assets of around  6.3 bn in Germany, Austria and Eastern Europe."
CAP.PA,Capgemini SE,France,Technology,Information Technology Services,366405,165 EUR,0,1.98 %,buy,1.8,218 EUR,257 EUR,185 EUR,215 EUR,1.42,1.089339,17.324606,13.141381,9.55,12.59,+1.27 %,0.3519999999999997,10.471738092182154,2.0,56.738,9.819999,"Capgemini SE provides consulting, digital transformation, technology, and engineering services primarily in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company offers strategy and transformation services, including strategy, technology, data science, and creative design to support various clients within the digital economy. It also provides applications and technology services that helps the clients to develop, modernize, extend, and secure their IT and digital environment using the latest technologies, as well as offers local technology services in cloud, cybersecurity, quality assurance, testing, and new technology fields. In addition, the company offers business process outsourcing and transactional services, as well as installation and maintenance services for its clients' IT infrastructures in data centers or in the cloud. It serves various industries, including consumer goods and retail; energy and utilities; banking, capital markets, and insurance; manufacturing and life sciences; public sector; telecommunications, media, and technology; and services. Capgemini SE has strategic partnerships with CONA Services LLC to develop digital solutions for the consumer products industry and retail customers; and Innoveo Inc. to deliver digital transformation solutions to insurance clients across various lines of business. The company was founded in 1967 and is headquartered in Paris, France."
CENER.AT,Cenergy Holdings SA,Belgium,Industrials,Electrical Equipment & Parts,330699,6.68 EUR,0,0.76 %,none,,None EUR,None EUR,None EUR,None EUR,,0.795045,19.085714,,0.35,,+153 %,0.8521560574948664,9.107826533945492,,1.698,79.78,"Cenergy Holdings SA manufactures and sells aluminum, copper, cables, steel and steel pipes, and other related products in Belgium and internationally. It operates through two segments: Cables and Steel Pipes. The company offers submarine and land, power distribution, high voltage direct current, wind farm, industrial, signalling and railway signalling, network, data transmission, telecommunication, umbilicals, and optical fiber cables, as well as low, medium, high, and extra high voltage power cables; and fiber to the home cables. It also provides turnkey solutions, such as custom adapted application, supervision, technical support, transport and storage, training, spare part, installation, and repair and replacement. In addition, the company offers onshore and offshore pipelines, and casing pipes for transportation of oil, gas, and hydrogen, as well as carbon capture and storage applications; and hollow structural section products which are primarily used in the construction, power and telecom cables, wires, and raw materials. It serves power grids, interconnections, offshore and onshore wind, solar energy, telecommunications and data transmission, oil and gas, and heavy industries. The company was founded in 1949 and is based in Brussels, Belgium. Cenergy Holdings SA operates as a subsidiary of Viohalco S.A."
CGCBV.HE,Cargotec Corporation,Finland,Industrials,Specialty Industrial Machinery,127160,39 EUR,0,3.5 %,buy,1.9,54.6 EUR,61 EUR,46 EUR,55 EUR,0.21,1.591591,17.727272,8.883827,2.2,4.39,+25.7 %,0.375724777734828,9.39928302265907,8.0,33.951,33.903998,"Cargotec Corporation provides cargo handling solutions and services worldwide. It operates in three segments: Kalmar, Hiab, and MacGregor. The Kalmar segment offers cargo handling equipment and automated terminal solutions, software, and support services for ports, terminals, distribution centers, and heavy industry. Its product portfolio includes straddle and shuttle carriers, reach stackers, empty container handlers, terminal tractors, and forklift trucks; maintenance contracts, technical support, spare parts, training, equipment modernization services, and digital solutions; and Bromma spreaders. The Hiab segment provides load handling equipment under the HIAB, EFFER, and ARGOS brands; forestry and recycling cranes under the LOGLIFT and JONSERED brands; truck mounted forklifts under the MOFFETT and PRINCETON brands; skip loaders and hook lifts under the MULTILIFT brand; tail lifts under the ZEPRO, DEL, and WALTCO brands; ProCare services; HiVision crane operating systems; and HiConnect platform. The MacGregor segment offers maritime cargo and load handling products, services, and solutions. Cargotec Corporation was incorporated in 2005 and is headquartered in Helsinki, Finland."
CLNX.MC,"Cellnex Telecom, S.A.",Spain,Real Estate,Real Estate Services,897182,33.5 EUR,0,0.1 %,buy,1.7,53.8 EUR,79 EUR,37 EUR,55 EUR,-5.01,0.527027,,-197.11763,-0.45,-0.17,+7.24 %,0.48115687992988593,10.37359815354369,1.0,56.106997,15.195,"Cellnex Telecom, S.A. operates infrastructure for wireless telecommunication in Austria, Denmark, Spain, France, Ireland, Italy, the Netherlands, Poland, Portugal, the United Kingdom, Sweden, and Switzerland. It operates through three segments: Telecom Infrastructure Services, Broadcasting Networks, and Network Services and Others. The company offers co-location services in its infrastructure for mobile operators to install telecommunications and wireless broadcasting equipment; distributed antenna system and small cells, a network of spatially separated antenna nodes connected to a common source through transport medium that provides wireless services. It also provides broadcasting network services, including digital terrestrial television (DTT), hybrid DTT, satellite DTT services, and premium DTT services; FM and digital radio services; and internet media services, such as online multiscreen video solutions, online business support solutions, and content distribution services. In addition, it offers data transportation services comprising satellite transportation, digital terrestrial circuits, Amazon direct connect, and internet throughput services; security and control services, which include security and emergency networks, terminals, forest fire early warning systems, and control centers; and smart communication networks, including wireless broadband, irrigation management services in rural settings, and Internet of Things services. Further, it offers smart services for city management; engineering/consulting, and operation and maintenance services; and constructs and operates optic fiber telecommunications. The company serves mobile network operators, broadcasters, and administrations. The company was formerly known as Abertis Telecom Terrestre, S.A.U. and changed its name to Cellnex Telecom, S.A. in April 2015. Cellnex Telecom, S.A. was incorporated in 2008 and is headquartered in Madrid, Spain."
CNHI.MI,CNH Industrial N.V.,United Kingdom,Industrials,Farm & Heavy Construction Machinery,3518896,11.5 EUR,28,3.16 %,buy,2.0,17.1 EUR,18.6 EUR,15.8 EUR,17.1 EUR,0.1,1.673928,7.0987654,6.927711,1.62,1.66,-2.81 %,0.04505386875612153,10.196561656363077,9.0,54.822,27.247998000000003,"CNH Industrial N.V., an equipment and services company, engages in the design, production, marketing, sale, and financing of agricultural and construction equipment in North America, Europe, the Middle East, Africa, South America, and the Asia Pacific. The company operates through three segments: Agriculture, Construction, and Financial Services. The Agriculture segment designs, manufactures, and distributes farm machinery and implements, including two-wheel and four-wheel drive tractors, crawler tractors, combines, grape and sugar cane harvesters, hay and forage equipment, planting and seeding equipment, soil preparation and cultivation implements, and material handling equipment. This segment sells its agricultural equipment under the New Holland Agriculture and Case IH brands. The Construction segment designs, manufactures, and distributes construction equipment comprising excavators, crawler dozers, graders, wheel loaders, backhoe loaders, skid steer loaders, and compact track loaders under the CASE Construction Equipment, New Holland Construction, and Eurocomach brands. The Financial Services segment offers retail note and lease financing to end-use customers for the purchase of new and used agricultural and construction equipment and components, as well as revolving charge account financing and other financial services. It also provides wholesale financing to CNH Industrial brand dealers and distributors; and trade receivables factoring services to CNH Industrial companies, as well as financial services to Iveco Group companies in the North America, South America, and Asia Pacific regions. The company was founded in 1842 and is headquartered in London, the United Kingdom."
COFB.BR,Cofinimmo SA,Belgium,Real Estate,REIT—Diversified,69209,64 EUR,0,9.46 %,hold,2.7,80.9 EUR,102 EUR,68 EUR,78 EUR,2.36,0.592717,11.594203,9.302325,5.52,6.88,-19.5 %,0.005154639175257683,9.370528780909524,2.0,35.54,5.8530003,"Cofinimmo has been acquiring, developing and managing rental properties for almost 40 years. The company has a portfolio spread across Belgium, France, the Netherlands, Germany, Spain, Finland, Ireland, Italy and the United Kingdom, with a value of approximately 6.3 billion EUR. With attention to social developments, Cofinimmo has the mission of making high-quality care, living and working environments available to its partners-tenants, from which users benefit directly. 'Caring, Living and Working - Together in Real Estate is the expression of this mission. Thanks to its expertise, Cofinimmo has built up a healthcare real estate portfolio of approximately 4.5 billion EUR in Europe. As an independent company that applies the highest standards of corporate governance and sustainability, Cofinimmo offers its tenants services and manages its portfolio through a team of approximately 160 employees in Brussels, Paris, Breda, Frankfurt and Madrid. Cofinimmo is listed on Euronext Brussels (BEL20) and benefits from the REIT system in Belgium (RREC), France (SIIC) and the Netherlands (FBI). Its activities are supervised by the Financial Services and Markets Authority (FSMA), the Belgian regulator."
COL.MC,"Inmobiliaria Colonial, SOCIMI, S.A.",Spain,Real Estate,REIT—Office,1542037,5.25 EUR,0,4.66 %,hold,2.6,7.33 EUR,10.1 EUR,4.9 EUR,7.5 EUR,1.99,1.1753,,15.893938,-1.29,0.33,+10.3 %,0.2962519936204148,9.445220943516722,5.0,47.904,28.148,"Colonial is a Spanish listed REIT company (SOCIMI), leader in the European Prime office market with presence in the main business areas of Barcelona, Madrid, and Paris with a prime office portfolio of more than 1 million sqm of GLA and assets under management with a value of more than 12bn."
COLR.BR,Etn. Fr. Colruyt NV,Belgium,Consumer Defensive,Grocery Stores,99829,36.9 EUR,0,2.13 %,hold,3.2,30 EUR,45 EUR,20.3 EUR,29.5 EUR,1.54,0.072822,26.378572,18.746193,1.4,1.97,+30.4 %,0.9144981412639406,9.672514627908434,10.0,7.5679995,59.962004,"Etn. Fr. Colruyt NV, together with its subsidiaries, engages in the retail, wholesale, food service, and other activities in Belgium, France, and internationally. It operates through three segments: Retail, Wholesale and Foodservice, and Other Activities. The company provides groceries, fresh products, dry products, and frozen and non-food products; and operates CNG, hydrogen filling, and charging stations. It also provides printing and document management solutions; and develops, constructs, operates, maintains, and finances wind energy projects. The company offers its products and services under the Bike Republic, Bio-Planet, Boni Selection, Collect&Go, Colruyt Group Academy, Colruyt Lowest Prices, Colruyt Prix Qualité, Cru, DATS 24, Dreambaby, Dreamland, Everyday, Graindor, Kangourou, Okay, Spar Colruyt Group, Xtra, Jims, Newpharma, The Fashion Society, Codifrance, Colex, Solucious, Spar For You, and Symeta Hybrid brands. It provides its products and services to wholesalers, commercial customers, and affiliated independent merchants, as well as schools, care homes, the hospitality sector, etc. The company was founded in 1928 and is headquartered in Halle, Belgium."
CON.DE,Continental Aktiengesellschaft,Germany,Consumer Cyclical,Auto Parts,456635,65.6 EUR,0,2.32 %,hold,2.8,77.1 EUR,92 EUR,67 EUR,75 EUR,0.07,1.509009,19.634731,6.9104323,3.34,9.49,+35.1 %,0.6089321500143143,10.11781443637147,5.0,29.232999999999997,46.0,"Continental Aktiengesellschaft, a technology company, offers intelligent solutions for vehicles, machines, traffic, and transportation worldwide. It operates through four sectors: Automotive, Tires, ContiTech, and Contract Manufacturing. The company offers safety, brake, chassis, motion, and motion control systems; solutions for assisted and automated driving; and audio and camera solutions for the vehicle interior, as well as intelligent information and communication technology solutions. It also provides tires for cars, trucks, buses, two-wheel and specialist vehicles, bicycles, and motor vehicles, as well as digital tire monitoring and management systems; and engages in retail of tires. In addition, the company develops and manufactures cross-material, environmentally friendly, and intelligent products and systems for automotive, railway engineering, mining, agriculture, and other industries, as well as provides contract manufacturing services. The company was formerly known as Continental-Caoutchouc- und Gutta-Percha Compagnie. Continental Aktiengesellschaft was founded in 1871 and is headquartered in Hanover, Germany."
CPR.MI,Davide Campari-Milano N.V.,Italy,Consumer Defensive,Beverages—Wineries & Distilleries,2494834,10.9 EUR,0,0.54 %,buy,2.5,12.4 EUR,14.3 EUR,8.1 EUR,13.1 EUR,,0.597972,35.096775,,0.31,,+21.4 %,0.5218390804597702,10.121376746171583,7.0,23.189999999999998,54.333,"Davide Campari-Milano N.V., together with its subsidiaries, markets and distributes alcoholic and non-alcoholic beverages in the Americas, the Middle East, Africa, Europe, and the Asia-Pacific. It offers a range of spirits categories, including aperitif, vodka, liqueurs, bitters, whisky, tequila, rum, gin, and cognac, as well as champagne and non-alcoholic aperitif under various brands, such as Aperol, Campari, SKYY, Wild Turkey, Grand Marnier, Appleton Estate, Wray & Nephew Overproof, and other brands. The company was founded in 1860 and is headquartered in Sesto San Giovanni, Italy. Davide Campari-Milano N.V. is a subsidiary of Lagfin S.C.A."
CS.PA,AXA SA,France,Financial Services,Insurance—Diversified,3770603,28.3 EUR,15,5.93 %,buy,1.8,33.4 EUR,36 EUR,29.5 EUR,33.8 EUR,1.53,1.322447,9.824653,7.7733517,2.88,3.64,+25.2 %,0.7612375948628141,10.804808079369584,2.0,42.319,20.166,"AXA SA, through its subsidiaries, provides insurance, asset management, and banking services worldwide. The company operates through six segments: France, Europe, Asia, AXA XL, International, and Transversal & Central Holdings. It offers life and savings insurance products, such as savings and retirement, other health, and personal protection products. The company also provides property and casualty insurance products, including car, home, and personal or professional liability to individual and business clients; international insurance for large corporate clients in Europe; and marine and aviation insurance services, as well as property and casualty reinsurance products. In addition, it offers asset management services in the areas of various asset classes, including equities, bonds, hedge funds, private equity, and real estate for the group's insurance companies and their clients, and retail and institutional clients. Further, the company provides health, term life, whole life, universal life, endowment, and other investment-based products for personal/individual and commercial/ group customers. AXA SA was founded in 1852 and is headquartered in Paris, France."
DB1.DE,Deutsche Börse AG,Germany,Financial Services,Financial Data & Stock Exchanges,377758,160 EUR,0,2.24 %,buy,2.3,196 EUR,233 EUR,170 EUR,195 EUR,1.88,0.53566,17.862724,15.893744,8.96,10.07,-3.63 %,0.16242038216560578,10.468457051362593,1.0,62.393004,0.0,"Deutsche Börse AG operates as an exchange organization in Europe, America, and the Asia-Pacific. The company operates through four segments: Data & Analytics; Trading & Clearing; Fund Services; and Securities Services. It engages in the trading of derivatives, electricity and gas products, emission rights, foreign exchange, and commodity products; operating EEX and 360T over the counter trading platform for financial instruments, such as foreign exchange, money market, and interest rate products; and operating as a central counterparty. The company also operates in the cash market through Xetra, Börse Frankfurt, and Tradegate trading venues; Qontigo, an integrated suite of front-to-back investment management solution; and a central counterparty for equities and bonds, as well as provides pre-ipo and listing services. In addition, it offers custody and settlement services for securities; investment fund services; connectivity services; and global securities funding and financing, and collateral and liquidity management, as well as secured money, market transaction, and repos and securities lending transaction services. Further, the company provides order routing, settlement, asset management, and custody; investment distribution and placement; infrastructure and post-trading; index, analytics, and risk; securities transactions settlement; securities custody and administration; and market data and analytics services. Additionally, it operates third clearing house Nodal Clear; and specialized software as a service platform for trading participants and digital business platform, as well as offers information technology solutions, including financial market, commodities market, and network connectivity solutions under the Deutsche Börse and 7 Market Technology brands. The company was founded in 1585 and is headquartered in Eschborn, Germany."
DBK.DE,Deutsche Bank Aktiengesellschaft,Germany,Financial Services,Banks—Regional,10066706,10.3 EUR,0,2.99 %,buy,2.4,13.2 EUR,19.2 EUR,9.8 EUR,12.3 EUR,-0.66,1.277402,4.516157,4.787963,2.29,2.16,+28.6 %,0.6049286133385489,10.323296957813476,2.0,39.152,7.892,"Deutsche Bank Aktiengesellschaft, operates as a stock corporation, engages in the provision of corporate and investment banking, and asset management products and services to private clients, corporate entities, and institutional clients worldwide. Its Corporate Bank segment provides cash management, trade finance and lending, trust and agency, foreign exchange, and securities services, as well as risk management solutions. The company's Investment Bank segment offers debt origination, merger and acquisitions, and equity advisory services. Its Private Bank segment provides payment and account services, and credit and deposit products, as well as investment advice products, such as environmental, social, and governance products. This segment also provides banking, wealth management services, postal and parcel services; and offers support in planning, managing and investing wealth, financing personal and business interests, and servicing institutional and corporate needs. The company's Asset Management segment provides investment solutions, such as alternative investments, which include real estate, infrastructure, private equity, liquid real assets, and sustainable investments; and various other services, including insurance and pension solutions, asset liability management, portfolio management solutions, and asset allocation advisory to individuals and institutions. Deutsche Bank Aktiengesellschaft was founded in 1870 and is based in Frankfurt am Main, Germany."
DG.PA,Vinci SA,France,Industrials,Engineering & Construction,829656,104 EUR,0,3.89 %,buy,1.9,126 EUR,141 EUR,112 EUR,125 EUR,1.74,0.946696,13.2849865,11.628063,7.86,8.98,+23.5 %,0.7471482889733839,10.77599744353574,2.0,39.384,9.995999999999999,"VINCI SA, together with its subsidiaries, engages in concessions, energy, and construction businesses worldwide. Its Concessions segment designs, finances, builds, and operates transport infrastructures and public equipment under public-private partnerships. The company's Energy segment provides services to the manufacturing sector, infrastructure, facilities management, and information and communication technology; and industrial and energy-related services, which includes development of renewable energy concession assets, as well as engineering, procurement, and construction projects in the energy sector. Its Construction segment engages in designing and carrying out projects, which includes general contractor; geotechnical and structural engineering and related digital activities, as well as provision of services in nuclear engineering; proximity networks with active local companies, such as building, civil engineering, roadworks, rail works, and water works; property development, including residential and commercial properties; and management of serviced residences and property services. VINCI SA was founded in 1899 and is headquartered in Nanterre, France."
DHL.DE,Deutsche Post AG,Germany,Industrials,Integrated Freight & Logistics,2833171,37.9 EUR,0,4.82 %,buy,2.1,50.7 EUR,63 EUR,43.5 EUR,49 EUR,-11.25,1.132132,10.562674,10.651685,3.59,3.56,+24.6 %,0.4746689694876224,10.654944122586857,2.0,33.226,20.49,"Deutsche Post AG operates as a mail and logistics company in Germany, rest of Europe, the Americas, the Asia Pacific, the Middle East, and Africa. The company operates through five segments: Express; Global Forwarding, Freight; Supply Chain; eCommerce Solutions; and Post & Parcel Germany. The Express segment offers time-definite courier and express services to business and private customers. The Global Forwarding, Freight segment provides air, ocean, and overland freight forwarding services; and offers multimodal and sector-specific solutions. This segment's business model is based on brokering transport services between customers and freight carriers. The Supply Chain segment delivers customized supply chain solutions to its customers based on modular components, including warehousing and transport services; and value-added services, such as e-fulfilment, omnichannel solutions and returns management, lead logistics partner, real estate solutions, service logistics, and packaging solutions for various industrial sectors. The eCommerce Solutions segment provides parcel delivery and cross-border non-time definite international services. The Post & Parcel Germany segment transports and delivers mail communication, parcels, physical and hybrid letters, and special products for the delivery of goods; and offers additional services, such as registered mail, cash on delivery, and insured items. Deutsche Post AG was founded in 1490 and is headquartered in Bonn, Germany."
